Radiologist ID,Date,Avg Temp (°C),Rainfall (mm),Travel Cost (£),Internet Issues at Home,Trainee Assigned,Supervised Session,Cold Session,Admin Work,Morning Shift Work Location,Afternoon Shift Work Location
R8,2023-08-16,18.00275,0.90000004,5.96,No,No,No,No,No,office,home
R9,2023-08-16,18.00275,0.90000004,6.38,Yes,No,No,No,Yes,office,office
R10,2023-08-16,18.00275,0.90000004,8.21,No,Yes,No,No,No,office,office
R11,2023-08-16,18.00275,0.90000004,6.62,No,Yes,No,No,Yes,office,office
R1,2023-08-17,17.223585,0.0,13.39,No,Yes,No,No,No,office,office
R2,2023-08-17,17.223585,0.0,13.16,No,Yes,No,No,Yes,office,office
R3,2023-08-17,17.223585,0.0,6.71,No,No,No,No,Yes,home,home
R4,2023-08-17,17.223585,0.0,8.73,No,No,No,No,No,home,home
R5,2023-08-17,17.223585,0.0,5.83,No,No,No,No,Yes,office,home
R6,2023-08-17,17.223585,0.0,8.49,No,No,No,No,No,office,home
R7,2023-08-17,17.223585,0.0,7.85,No,No,No,No,No,office,home
R8,2023-08-17,17.223585,0.0,6.29,No,No,No,No,No,home,home
R9,2023-08-17,17.223585,0.0,6.38,No,No,No,No,No,home,office
R10,2023-08-17,17.223585,0.0,5.17,No,No,No,No,No,office,home
R11,2023-08-17,17.223585,0.0,7.83,No,No,No,No,No,office,office
R1,2023-08-18,18.3215,6.3,11.5,No,No,No,No,Yes,office,office
R2,2023-08-18,18.3215,6.3,13.16,No,No,No,No,No,home,home
R3,2023-08-18,18.3215,6.3,6.39,No,Yes,No,No,No,office,office
R4,2023-08-18,18.3215,6.3,5.43,No,Yes,No,No,No,office,office
R5,2023-08-18,18.3215,6.3,5.83,No,No,No,No,No,home,office
R6,2023-08-18,18.3215,6.3,8.49,No,No,No,No,No,office,home
R7,2023-08-18,18.3215,6.3,7.79,No,No,No,No,No,office,home
R8,2023-08-18,18.3215,6.3,8.45,No,No,No,No,No,home,home
R9,2023-08-18,18.3215,6.3,6.38,No,No,No,No,No,office,home
R10,2023-08-18,18.3215,6.3,10.86,Yes,No,No,No,No,office,home
R11,2023-08-18,18.3215,6.3,8.6,No,No,No,No,No,office,office
R1,2023-08-21,19.031918,0.0,8.51,No,No,No,No,No,office,office
R2,2023-08-21,19.031918,0.0,13.16,No,No,No,No,No,office,home
R3,2023-08-21,19.031918,0.0,6.39,No,No,No,No,No,office,home
R4,2023-08-21,19.031918,0.0,11.13,Yes,No,No,No,No,office,office
R5,2023-08-21,19.031918,0.0,5.83,No,Yes,No,No,No,office,office
R6,2023-08-21,19.031918,0.0,8.49,No,Yes,No,No,No,office,office
R7,2023-08-21,19.031918,0.0,6.31,No,No,No,No,Yes,home,office
R8,2023-08-21,19.031918,0.0,10.64,No,No,No,No,Yes,office,home
R9,2023-08-21,19.031918,0.0,6.38,No,No,No,No,No,office,office
R10,2023-08-21,19.031918,0.0,10.86,No,No,No,No,No,office,home
R11,2023-08-21,19.031918,0.0,7.07,No,No,No,No,No,office,office
R1,2023-08-22,19.009,0.0,8.51,No,No,No,No,No,office,home
R2,2023-08-22,19.009,0.0,13.16,No,No,No,No,Yes,home,home
R3,2023-08-22,19.009,0.0,6.39,No,No,No,No,Yes,home,office
R4,2023-08-22,19.009,0.0,11.28,No,No,No,No,No,office,home
R5,2023-08-22,19.009,0.0,7.76,No,No,No,No,No,office,office
R6,2023-08-22,19.009,0.0,10.76,Yes,No,No,No,No,office,office
R7,2023-08-22,19.009,0.0,7.85,No,Yes,No,No,No,office,office
R8,2023-08-22,19.009,0.0,13.02,No,Yes,No,No,No,office,office
R9,2023-08-22,19.009,0.0,6.38,No,No,No,No,No,office,office
R10,2023-08-22,19.009,0.0,10.86,No,No,No,No,No,office,home
R11,2023-08-22,19.009,0.0,8.6,No,No,No,No,No,office,office
R1,2023-08-23,18.704834,0.0,12.74,No,No,No,No,No,office,home
R2,2023-08-23,18.704834,0.0,13.16,No,No,No,No,No,home,office
R3,2023-08-23,18.704834,0.0,6.39,No,No,No,No,No,office,office
R4,2023-08-23,18.704834,0.0,8.73,Yes,No,No,No,No,office,office
R5,2023-08-23,18.704834,0.0,5.83,No,No,No,No,No,office,office
R6,2023-08-23,18.704834,0.0,8.49,No,No,No,No,Yes,office,home
R7,2023-08-23,18.704834,0.0,7.85,No,No,No,No,No,home,home
R8,2023-08-23,18.704834,0.0,5.96,No,No,No,No,No,office,home
R9,2023-08-23,18.704834,0.0,6.38,Yes,Yes,No,No,No,office,office
R10,2023-08-23,18.704834,0.0,9.66,No,Yes,No,No,No,office,office
R11,2023-08-23,18.704834,0.0,8.6,No,No,No,No,No,office,office
R1,2023-08-24,20.209002,0.3,8.51,No,Yes,No,No,Yes,office,office
R2,2023-08-24,20.209002,0.3,13.16,No,No,No,No,No,home,home
R3,2023-08-24,20.209002,0.3,10.23,No,No,No,No,No,office,office
R4,2023-08-24,20.209002,0.3,8.73,No,No,No,No,Yes,home,home
R5,2023-08-24,20.209002,0.3,5.83,No,No,No,No,No,home,home
R6,2023-08-24,20.209002,0.3,8.49,No,No,No,No,No,office,home
R7,2023-08-24,20.209002,0.3,7.85,No,No,No,No,No,home,home
R8,2023-08-24,20.209002,0.3,5.96,No,No,No,No,No,home,home
R9,2023-08-24,20.209002,0.3,6.38,No,No,No,No,No,home,office
R10,2023-08-24,20.209002,0.3,10.86,No,No,No,No,Yes,office,home
R11,2023-08-24,20.209002,0.3,8.6,No,Yes,No,No,No,office,office
R1,2023-08-25,16.829836,0.0,10.45,No,No,No,No,No,office,office
R2,2023-08-25,16.829836,0.0,12.26,No,Yes,No,No,No,office,office
R3,2023-08-25,16.829836,0.0,6.39,No,Yes,No,No,No,office,office
R4,2023-08-25,16.829836,0.0,8.83,No,No,No,No,No,office,office
R5,2023-08-25,16.829836,0.0,5.83,No,No,No,No,Yes,office,home
R6,2023-08-25,16.829836,0.0,8.49,No,No,No,No,No,office,home
R7,2023-08-25,16.829836,0.0,10.67,No,No,No,No,No,home,home
R8,2023-08-25,16.829836,0.0,14.92,No,No,No,No,No,home,home
R9,2023-08-25,16.829836,0.0,6.38,Yes,No,No,No,Yes,office,office
R10,2023-08-25,16.829836,0.0,10.86,No,No,No,No,No,office,home
R11,2023-08-25,16.829836,0.0,9.67,Yes,No,No,No,Yes,office,office
R1,2023-08-28,14.890252,0.8,8.51,No,No,No,No,No,office,office
R2,2023-08-28,14.890252,0.8,11.85,No,No,No,No,Yes,home,office
R3,2023-08-28,14.890252,0.8,9.1,No,No,No,No,No,office,home
R4,2023-08-28,14.890252,0.8,8.73,No,Yes,No,No,No,office,office
R5,2023-08-28,14.890252,0.8,5.83,No,Yes,No,No,No,office,office
R6,2023-08-28,14.890252,0.8,8.49,No,No,No,No,Yes,office,home
R7,2023-08-28,14.890252,0.8,7.85,No,No,No,No,No,office,office
R8,2023-08-28,14.890252,0.8,5.96,No,No,No,No,No,home,office
R9,2023-08-28,14.890252,0.8,6.38,No,No,No,No,No,office,home
R10,2023-08-28,14.890252,0.8,10.86,No,No,No,No,No,office,home
R11,2023-08-28,14.890252,0.8,10.73,No,No,No,No,No,home,office
R1,2023-08-29,15.723583,2.7000003,10.56,No,No,No,No,Yes,office,office
R2,2023-08-29,15.723583,2.7000003,13.16,No,No,No,No,No,home,home
R3,2023-08-29,15.723583,2.7000003,6.39,No,No,No,No,No,home,office
R4,2023-08-29,15.723583,2.7000003,10.16,No,No,No,No,No,home,home
R5,2023-08-29,15.723583,2.7000003,5.83,No,No,No,No,No,office,office
R6,2023-08-29,15.723583,2.7000003,8.49,No,Yes,No,No,No,office,office
R7,2023-08-29,15.723583,2.7000003,12.37,No,Yes,No,No,No,office,office
R8,2023-08-29,15.723583,2.7000003,9.37,No,No,No,No,Yes,home,office
R9,2023-08-29,15.723583,2.7000003,6.38,No,No,No,No,No,home,home
R10,2023-08-29,15.723583,2.7000003,10.86,No,No,No,No,Yes,office,home
R11,2023-08-29,15.723583,2.7000003,8.6,No,No,No,No,Yes,office,office
R1,2023-08-30,13.688167,4.2,8.51,No,No,No,No,No,office,home
R2,2023-08-30,13.688167,4.2,13.16,No,No,No,No,No,home,home
R3,2023-08-30,13.688167,4.2,7.78,No,No,No,No,No,home,office
R4,2023-08-30,13.688167,4.2,5.28,No,No,No,No,Yes,office,home
R5,2023-08-30,13.688167,4.2,5.83,No,No,No,No,Yes,home,home
R6,2023-08-30,13.688167,4.2,8.49,Yes,No,No,No,No,office,office
R7,2023-08-30,13.688167,4.2,7.85,Yes,No,No,No,No,office,office
R8,2023-08-30,13.688167,4.2,5.96,No,Yes,No,No,No,office,office
R9,2023-08-30,13.688167,4.2,6.38,No,Yes,No,No,No,office,office
R10,2023-08-30,13.688167,4.2,10.86,No,No,No,No,No,office,home
R11,2023-08-30,13.688167,4.2,10.9,No,No,No,No,No,office,home
R1,2023-08-31,14.6048355,0.3,8.51,No,No,No,No,No,home,home
R2,2023-08-31,14.6048355,0.3,6.48,Yes,No,No,No,No,office,office
R3,2023-08-31,14.6048355,0.3,13.38,No,No,No,No,No,office,home
R4,2023-08-31,14.6048355,0.3,8.73,No,No,No,No,No,office,office
R5,2023-08-31,14.6048355,0.3,5.83,No,No,No,No,No,office,office
R6,2023-08-31,14.6048355,0.3,14.69,No,No,No,No,No,office,office
R7,2023-08-31,14.6048355,0.3,7.85,No,No,No,No,Yes,office,home
R8,2023-08-31,14.6048355,0.3,5.96,No,No,No,No,No,home,home
R9,2023-08-31,14.6048355,0.3,6.38,Yes,No,No,No,No,office,office
R10,2023-08-31,14.6048355,0.3,14.41,No,Yes,No,No,No,office,office
R11,2023-08-31,14.6048355,0.3,10.5,No,Yes,No,No,No,office,office
R1,2023-09-01,16.484001,1.5000001,5.57,No,Yes,No,No,No,office,office
R2,2023-09-01,16.484001,1.5000001,6.1,No,Yes,No,No,No,office,office
R3,2023-09-01,16.484001,1.5000001,6.39,No,No,No,No,Yes,office,office
R4,2023-09-01,16.484001,1.5000001,12.81,No,No,No,No,No,home,home
R5,2023-09-01,16.484001,1.5000001,5.83,No,No,No,No,No,office,office
R6,2023-09-01,16.484001,1.5000001,8.36,Yes,No,No,No,No,office,office
R7,2023-09-01,16.484001,1.5000001,7.85,No,No,No,No,No,office,home
R8,2023-09-01,16.484001,1.5000001,5.96,No,No,No,No,No,home,home
R9,2023-09-01,16.484001,1.5000001,13.9,Yes,No,No,No,Yes,office,office
R10,2023-09-01,16.484001,1.5000001,10.86,No,No,No,No,No,office,home
R11,2023-09-01,16.484001,1.5000001,9.43,No,No,No,No,No,office,office
R1,2023-09-04,18.177752,0.0,8.51,No,No,No,No,Yes,home,home
R2,2023-09-04,18.177752,0.0,10.81,No,No,No,No,No,home,office
R3,2023-09-04,18.177752,0.0,6.39,No,Yes,No,No,Yes,office,office
R4,2023-09-04,18.177752,0.0,14.94,No,Yes,No,No,No,office,office
R5,2023-09-04,18.177752,0.0,5.83,No,No,No,No,Yes,home,home
R6,2023-09-04,18.177752,0.0,14.99,No,No,No,No,No,home,home
R7,2023-09-04,18.177752,0.0,7.85,No,No,No,No,No,office,home
R8,2023-09-04,18.177752,0.0,5.96,No,No,No,No,No,home,office
R9,2023-09-04,18.177752,0.0,6.38,Yes,No,No,No,No,office,office
R10,2023-09-04,18.177752,0.0,7.34,No,No,No,No,No,office,home
R11,2023-09-04,18.177752,0.0,8.25,No,No,No,No,No,office,office
R1,2023-09-05,18.98192,0.0,12.1,No,No,No,No,No,home,office
R2,2023-09-05,18.98192,0.0,13.16,No,No,No,No,Yes,office,office
R3,2023-09-05,18.98192,0.0,11.0,No,No,No,No,No,office,office
R4,2023-09-05,18.98192,0.0,8.73,Yes,No,No,No,No,office,office
R5,2023-09-05,18.98192,0.0,5.83,No,Yes,No,No,No,office,office
R6,2023-09-05,18.98192,0.0,8.49,Yes,Yes,No,No,No,office,office
R7,2023-09-05,18.98192,0.0,8.3,Yes,No,No,No,Yes,office,office
R8,2023-09-05,18.98192,0.0,5.96,No,No,No,No,No,office,home
R9,2023-09-05,18.98192,0.0,6.38,No,No,No,No,Yes,home,office
R10,2023-09-05,18.98192,0.0,13.44,No,No,No,No,Yes,office,home
R11,2023-09-05,18.98192,0.0,8.6,No,No,No,No,No,office,home
R1,2023-09-06,19.942335,0.0,9.35,No,No,No,No,No,office,office
R2,2023-09-06,19.942335,0.0,13.16,No,No,No,No,No,home,office
R3,2023-09-06,19.942335,0.0,7.77,No,No,No,No,No,office,office
R4,2023-09-06,19.942335,0.0,13.47,No,No,No,No,No,office,office
R5,2023-09-06,19.942335,0.0,5.86,No,No,No,No,No,home,home
R6,2023-09-06,19.942335,0.0,5.82,No,No,No,No,No,office,home
R7,2023-09-06,19.942335,0.0,7.85,No,Yes,No,No,No,office,office
R8,2023-09-06,19.942335,0.0,6.13,No,Yes,No,No,Yes,office,office
R9,2023-09-06,19.942335,0.0,6.38,Yes,No,No,No,No,office,office
R10,2023-09-06,19.942335,0.0,14.96,No,No,No,No,No,office,home
R11,2023-09-06,19.942335,0.0,9.79,No,No,No,No,No,home,office
R1,2023-09-07,20.386086,0.0,8.51,No,No,No,No,No,home,home
R2,2023-09-07,20.386086,0.0,13.16,No,No,No,No,No,home,home
R3,2023-09-07,20.386086,0.0,5.9,No,No,No,No,No,home,office
R4,2023-09-07,20.386086,0.0,8.73,Yes,No,No,No,No,office,office
R5,2023-09-07,20.386086,0.0,5.83,No,No,No,No,No,office,home
R6,2023-09-07,20.386086,0.0,12.81,Yes,No,No,No,No,office,office
R7,2023-09-07,20.386086,0.0,10.06,No,No,No,No,No,office,office
R8,2023-09-07,20.386086,0.0,5.96,No,No,No,No,No,home,home
R9,2023-09-07,20.386086,0.0,9.64,No,Yes,No,No,No,office,office
R10,2023-09-07,20.386086,0.0,10.86,No,Yes,No,No,No,office,office
R11,2023-09-07,20.386086,0.0,8.6,No,No,No,No,No,home,office
R1,2023-09-08,20.908998,0.0,12.38,No,Yes,No,No,No,office,office
R2,2023-09-08,20.908998,0.0,13.16,No,No,No,No,No,office,home
R3,2023-09-08,20.908998,0.0,6.39,No,No,No,No,No,home,office
R4,2023-09-08,20.908998,0.0,11.09,No,No,No,No,Yes,office,office
R5,2023-09-08,20.908998,0.0,5.83,No,No,No,No,No,home,home
R6,2023-09-08,20.908998,0.0,8.49,No,No,No,No,Yes,home,home
R7,2023-09-08,20.908998,0.0,7.85,No,No,No,No,No,office,home
R8,2023-09-08,20.908998,0.0,8.11,No,No,No,No,No,home,home
R9,2023-09-08,20.908998,0.0,6.38,Yes,No,No,No,No,office,office
R10,2023-09-08,20.908998,0.0,10.86,No,No,No,No,No,office,home
R11,2023-09-08,20.908998,0.0,8.6,No,Yes,No,No,Yes,office,office
R1,2023-09-11,20.96525,0.0,8.51,No,No,No,No,Yes,home,home
R2,2023-09-11,20.96525,0.0,13.16,No,Yes,No,No,Yes,office,office
R3,2023-09-11,20.96525,0.0,6.39,No,Yes,No,No,No,office,office
R4,2023-09-11,20.96525,0.0,8.73,No,No,No,No,No,office,home
R5,2023-09-11,20.96525,0.0,5.83,No,No,No,No,No,office,home
R6,2023-09-11,20.96525,0.0,8.49,No,No,No,No,No,office,office
R7,2023-09-11,20.96525,0.0,7.85,No,No,No,No,No,home,home
R8,2023-09-11,20.96525,0.0,5.96,No,No,No,No,No,home,home
R9,2023-09-11,20.96525,0.0,6.38,Yes,No,No,No,No,office,office
R10,2023-09-11,20.96525,0.0,10.86,No,No,No,No,No,office,home
R11,2023-09-11,20.96525,0.0,8.6,No,No,No,No,No,home,home
R1,2023-09-12,17.156918,21.499998,11.47,No,No,No,No,No,office,office
R2,2023-09-12,17.156918,21.499998,23.16,No,No,No,No,No,home,home
R3,2023-09-12,17.156918,21.499998,6.39,No,No,No,No,No,home,home
R4,2023-09-12,17.156918,21.499998,8.73,No,Yes,No,No,No,office,office
R5,2023-09-12,17.156918,21.499998,21.36,No,Yes,No,No,No,office,office
R6,2023-09-12,17.156918,21.499998,17.9,Yes,No,No,No,No,office,office
R7,2023-09-12,17.156918,21.499998,20.75,No,No,No,No,No,home,office
R8,2023-09-12,17.156918,21.499998,14.01,No,No,No,No,No,office,home
R9,2023-09-12,17.156918,21.499998,6.38,No,No,No,No,No,home,home
R10,2023-09-12,17.156918,21.499998,10.86,No,No,No,No,Yes,office,home
R11,2023-09-12,17.156918,21.499998,8.6,No,No,No,No,No,office,office
R1,2023-09-13,15.498584,0.5,8.51,No,No,No,No,No,home,office
R2,2023-09-13,15.498584,0.5,13.16,No,No,No,No,No,home,home
R3,2023-09-13,15.498584,0.5,6.39,No,No,No,No,Yes,home,home
R4,2023-09-13,15.498584,0.5,8.73,No,No,No,No,Yes,home,home
R5,2023-09-13,15.498584,0.5,5.83,No,No,No,No,Yes,office,home
R6,2023-09-13,15.498584,0.5,8.49,No,Yes,No,No,No,office,office
R7,2023-09-13,15.498584,0.5,7.85,No,Yes,No,No,No,office,office
R8,2023-09-13,15.498584,0.5,5.96,No,No,No,No,No,office,office
R9,2023-09-13,15.498584,0.5,6.38,No,No,No,No,No,office,home
R10,2023-09-13,15.498584,0.5,10.86,No,No,No,No,No,office,home
R11,2023-09-13,15.498584,0.5,8.6,No,No,No,No,No,home,home
R1,2023-09-14,17.311085,0.0,8.51,No,No,No,No,No,office,home
R2,2023-09-14,17.311085,0.0,7.11,No,No,No,No,No,office,office
R3,2023-09-14,17.311085,0.0,6.89,No,No,No,No,No,home,home
R4,2023-09-14,17.311085,0.0,5.64,No,No,No,No,No,office,office
R5,2023-09-14,17.311085,0.0,5.83,No,No,No,No,No,office,home
R6,2023-09-14,17.311085,0.0,5.53,No,No,No,No,Yes,home,office
R7,2023-09-14,17.311085,0.0,7.85,No,No,No,No,Yes,office,office
R8,2023-09-14,17.311085,0.0,5.96,No,Yes,No,No,Yes,office,office
R9,2023-09-14,17.311085,0.0,5.92,No,Yes,No,No,No,office,office
R10,2023-09-14,17.311085,0.0,14.8,No,No,No,No,No,office,home
R11,2023-09-14,17.311085,0.0,7.49,No,No,No,No,Yes,office,home
R1,2023-09-15,17.836084,0.0,8.51,No,No,No,No,No,home,home
R2,2023-09-15,17.836084,0.0,13.16,No,No,No,No,No,home,home
R3,2023-09-15,17.836084,0.0,6.39,No,No,No,No,No,home,office
R4,2023-09-15,17.836084,0.0,8.73,No,No,No,No,No,office,office
R5,2023-09-15,17.836084,0.0,5.83,No,No,No,No,No,home,office
R6,2023-09-15,17.836084,0.0,8.49,No,No,No,No,No,home,office
R7,2023-09-15,17.836084,0.0,7.85,No,No,No,No,No,office,office
R8,2023-09-15,17.836084,0.0,5.96,No,No,No,No,No,home,home
R9,2023-09-15,17.836084,0.0,6.55,Yes,No,No,No,Yes,office,office
R10,2023-09-15,17.836084,0.0,10.86,No,Yes,No,No,No,office,office
R11,2023-09-15,17.836084,0.0,8.6,No,Yes,No,No,No,office,office
R1,2023-09-18,16.646502,7.0,8.51,No,Yes,No,No,No,office,office
R2,2023-09-18,16.646502,7.0,5.89,No,Yes,No,No,No,office,office
R3,2023-09-18,16.646502,7.0,11.56,No,No,No,No,No,home,home
R4,2023-09-18,16.646502,7.0,12.56,No,No,No,No,No,home,home
R5,2023-09-18,16.646502,7.0,5.83,No,No,No,No,No,office,office
R6,2023-09-18,16.646502,7.0,8.49,No,No,No,No,Yes,office,home
R7,2023-09-18,16.646502,7.0,7.85,No,No,No,No,No,office,home
R8,2023-09-18,16.646502,7.0,5.96,No,No,No,No,No,home,home
R9,2023-09-18,16.646502,7.0,6.38,No,No,No,No,Yes,home,office
R10,2023-09-18,16.646502,7.0,10.86,No,No,No,No,No,office,home
R11,2023-09-18,16.646502,7.0,8.6,No,No,No,No,Yes,home,office
R1,2023-09-19,16.067333,1.9,10.99,No,No,No,No,No,home,office
R2,2023-09-19,16.067333,1.9,13.16,No,No,No,No,No,home,office
R3,2023-09-19,16.067333,1.9,6.39,No,Yes,No,No,No,office,office
R4,2023-09-19,16.067333,1.9,6.8,No,Yes,No,No,No,office,office
R5,2023-09-19,16.067333,1.9,5.83,No,No,No,No,No,home,home
R6,2023-09-19,16.067333,1.9,8.49,No,No,No,No,No,office,home
R7,2023-09-19,16.067333,1.9,10.38,No,No,No,No,No,home,office
R8,2023-09-19,16.067333,1.9,5.15,No,No,No,No,No,office,home
R9,2023-09-19,16.067333,1.9,6.38,No,No,No,No,No,home,home
R10,2023-09-19,16.067333,1.9,8.01,No,No,No,No,No,office,home
R11,2023-09-19,16.067333,1.9,13.7,No,No,No,No,No,office,office
R1,2023-09-20,18.090254,19.600002,9.13,No,No,No,No,No,office,office
R2,2023-09-20,18.090254,19.600002,20.03,No,No,No,No,No,home,home
R3,2023-09-20,18.090254,19.600002,6.39,No,No,No,No,Yes,office,office
R4,2023-09-20,18.090254,19.600002,8.73,Yes,No,No,No,Yes,office,office
R5,2023-09-20,18.090254,19.600002,19.61,No,Yes,No,No,Yes,office,office
R6,2023-09-20,18.090254,19.600002,22.9,Yes,Yes,No,No,No,office,office
R7,2023-09-20,18.090254,19.600002,15.93,No,No,No,No,No,home,home
R8,2023-09-20,18.090254,19.600002,11.66,No,No,No,No,Yes,office,office
R9,2023-09-20,18.090254,19.600002,5.59,Yes,No,No,No,No,office,office
R10,2023-09-20,18.090254,19.600002,14.37,No,No,No,No,Yes,office,home
R11,2023-09-20,18.090254,19.600002,8.6,No,No,No,No,No,office,office
R1,2023-09-21,13.750668,3.7999995,12.94,No,No,No,No,No,office,office
R2,2023-09-21,13.750668,3.7999995,12.85,No,No,No,No,Yes,office,office
R3,2023-09-21,13.750668,3.7999995,14.66,No,No,No,No,No,office,home
R4,2023-09-21,13.750668,3.7999995,8.73,No,No,No,No,No,home,home
R5,2023-09-21,13.750668,3.7999995,14.04,No,No,No,No,No,office,home
R6,2023-09-21,13.750668,3.7999995,8.42,No,No,No,No,No,office,home
R7,2023-09-21,13.750668,3.7999995,11.7,No,Yes,No,No,No,office,office
R8,2023-09-21,13.750668,3.7999995,5.96,No,Yes,No,No,No,office,office
R9,2023-09-21,13.750668,3.7999995,6.05,Yes,No,No,No,No,office,office
R10,2023-09-21,13.750668,3.7999995,12.03,No,No,No,No,No,office,home
R11,2023-09-21,13.750668,3.7999995,8.6,No,No,No,No,No,office,home
R1,2023-09-22,13.096499,0.90000004,10.12,No,No,No,No,Yes,home,home
R2,2023-09-22,13.096499,0.90000004,13.16,No,No,No,No,No,office,office
R3,2023-09-22,13.096499,0.90000004,6.39,No,No,No,No,No,home,home
R4,2023-09-22,13.096499,0.90000004,10.28,Yes,No,No,No,No,office,office
R5,2023-09-22,13.096499,0.90000004,5.83,No,No,No,No,No,office,home
R6,2023-09-22,13.096499,0.90000004,8.49,No,No,No,No,No,office,home
R7,2023-09-22,13.096499,0.90000004,7.85,No,No,No,No,Yes,home,home
R8,2023-09-22,13.096499,0.90000004,5.96,No,No,No,No,No,home,home
R9,2023-09-22,13.096499,0.90000004,7.98,No,Yes,No,No,No,office,office
R10,2023-09-22,13.096499,0.90000004,10.86,No,Yes,No,No,No,office,office
R11,2023-09-22,13.096499,0.90000004,8.6,No,No,No,No,No,office,office
R1,2023-09-25,17.584002,0.0,8.71,No,Yes,No,No,No,office,office
R2,2023-09-25,17.584002,0.0,13.16,No,No,No,No,No,office,office
R3,2023-09-25,17.584002,0.0,6.39,No,No,No,No,No,home,home
R4,2023-09-25,17.584002,0.0,12.09,Yes,No,No,No,No,office,office
R5,2023-09-25,17.584002,0.0,5.83,No,No,No,No,No,office,home
R6,2023-09-25,17.584002,0.0,8.49,No,No,No,No,No,office,home
R7,2023-09-25,17.584002,0.0,7.85,No,No,No,No,Yes,home,home
R8,2023-09-25,17.584002,0.0,5.96,No,No,No,No,No,office,home
R9,2023-09-25,17.584002,0.0,6.38,Yes,No,No,No,No,office,office
R10,2023-09-25,17.584002,0.0,10.86,No,No,No,No,No,office,home
R11,2023-09-25,17.584002,0.0,8.12,No,Yes,No,No,No,office,office
R1,2023-09-26,16.954832,0.1,8.51,No,No,No,No,No,home,home
R2,2023-09-26,16.954832,0.1,10.35,No,Yes,No,No,No,office,office
R3,2023-09-26,16.954832,0.1,14.01,No,Yes,No,No,No,office,office
R4,2023-09-26,16.954832,0.1,6.02,No,No,No,No,Yes,home,home
R5,2023-09-26,16.954832,0.1,14.57,No,No,No,No,No,home,office
R6,2023-09-26,16.954832,0.1,9.09,No,No,No,No,No,office,office
R7,2023-09-26,16.954832,0.1,7.85,No,No,No,No,No,office,office
R8,2023-09-26,16.954832,0.1,5.96,No,No,No,No,No,office,home
R9,2023-09-26,16.954832,0.1,12.9,No,No,No,No,No,office,office
R10,2023-09-26,16.954832,0.1,10.86,No,No,No,No,No,office,home
R11,2023-09-26,16.954832,0.1,10.85,No,No,No,No,No,office,home
R1,2023-09-27,16.881918,0.1,7.05,No,No,No,No,Yes,home,home
R2,2023-09-27,16.881918,0.1,13.16,No,No,No,No,Yes,home,home
R3,2023-09-27,16.881918,0.1,6.39,No,No,No,No,No,office,office
R4,2023-09-27,16.881918,0.1,12.17,No,Yes,No,No,No,office,office
R5,2023-09-27,16.881918,0.1,5.83,No,Yes,No,No,No,office,office
R6,2023-09-27,16.881918,0.1,8.49,Yes,No,No,No,No,office,office
R7,2023-09-27,16.881918,0.1,7.85,No,No,No,No,No,office,home
R8,2023-09-27,16.881918,0.1,5.96,No,No,No,No,Yes,office,home
R9,2023-09-27,16.881918,0.1,6.38,No,No,No,No,No,home,office
R10,2023-09-27,16.881918,0.1,6.65,No,No,No,No,Yes,office,home
R11,2023-09-27,16.881918,0.1,8.6,No,No,No,No,No,home,office
R1,2023-09-28,16.461084,0.1,8.51,No,No,No,No,No,office,office
R2,2023-09-28,16.461084,0.1,13.16,No,No,No,No,No,home,home
R3,2023-09-28,16.461084,0.1,7.24,No,No,No,No,No,home,home
R4,2023-09-28,16.461084,0.1,8.73,No,No,No,No,No,office,office
R5,2023-09-28,16.461084,0.1,9.06,No,No,No,No,No,home,office
R6,2023-09-28,16.461084,0.1,8.49,No,Yes,No,No,No,office,office
R7,2023-09-28,16.461084,0.1,9.38,No,Yes,No,No,No,office,office
R8,2023-09-28,16.461084,0.1,10.74,No,No,No,No,No,home,home
R9,2023-09-28,16.461084,0.1,6.25,No,No,No,No,No,home,home
R10,2023-09-28,16.461084,0.1,10.86,No,No,No,No,No,office,home
R11,2023-09-28,16.461084,0.1,10.83,No,No,No,No,No,office,home
R1,2023-09-29,16.127752,2.7,8.51,No,No,No,No,No,office,office
R2,2023-09-29,16.127752,2.7,9.63,No,No,No,No,No,office,home
R3,2023-09-29,16.127752,2.7,6.39,No,No,No,No,Yes,home,home
R4,2023-09-29,16.127752,2.7,8.73,Yes,No,No,No,No,office,office
R5,2023-09-29,16.127752,2.7,5.83,No,No,No,No,Yes,home,home
R6,2023-09-29,16.127752,2.7,10.63,Yes,No,No,No,Yes,office,office
R7,2023-09-29,16.127752,2.7,7.85,No,No,No,No,No,office,office
R8,2023-09-29,16.127752,2.7,8.7,No,Yes,No,No,No,office,office
R9,2023-09-29,16.127752,2.7,6.38,Yes,Yes,No,No,Yes,office,office
R10,2023-09-29,16.127752,2.7,10.86,No,No,No,No,No,office,home
R11,2023-09-29,16.127752,2.7,7.76,No,No,No,No,Yes,office,office
R1,2023-10-02,17.50692,2.5,8.51,No,No,No,No,No,home,office
R2,2023-10-02,17.50692,2.5,13.16,No,No,No,No,No,office,office
